
Rate modification view 1:

			Reaction			 Modification Factor 
ga85 -> n + n + n + ge82 + electron + anti-neutrino_e    1.0000e+00
ga86 -> n + ge85 + electron + anti-neutrino_e            1.0000e+00
ga86 -> n + n + ge84 + electron + anti-neutrino_e        1.0000e+00
ga86 -> n + n + n + ge83 + electron + anti-neutrino_e    1.0000e+00
ga87 -> n + ge86 + electron + anti-neutrino_e            1.0000e+00
ga87 -> n + n + ge85 + electron + anti-neutrino_e        1.0000e+00
ga87 -> n + n + n + ge84 + electron + anti-neutrino_e    1.0000e+00
ga88 -> n + ge87 + electron + anti-neutrino_e            1.0000e+00
ga88 -> n + n + ge86 + electron + anti-neutrino_e        1.0000e+00
ga88 -> n + n + n + ge85 + electron + anti-neutrino_e    1.0000e+00
ga89 -> n + ge88 + electron + anti-neutrino_e            1.0000e+00
ga89 -> n + n + ge87 + electron + anti-neutrino_e        1.0000e+00
ga89 -> n + n + n + ge86 + electron + anti-neutrino_e    1.0000e+00
ga90 -> n + ge89 + electron + anti-neutrino_e            1.0000e+00
ga90 -> n + n + ge88 + electron + anti-neutrino_e        1.0000e+00
ga90 -> n + n + n + ge87 + electron + anti-neutrino_e    1.0000e+00
ga91 -> n + ge90 + electron + anti-neutrino_e            1.0000e+00
ga91 -> n + n + ge89 + electron + anti-neutrino_e        1.0000e+00
ga91 -> n + n + n + ge88 + electron + anti-neutrino_e    1.0000e+00
ga92 -> n + ge91 + electron + anti-neutrino_e            1.0000e+00
ga92 -> n + n + ge90 + electron + anti-neutrino_e        1.0000e+00
ga92 -> n + n + n + ge89 + electron + anti-neutrino_e    1.0000e+00
ga93 -> n + ge92 + electron + anti-neutrino_e            1.0000e+00
ga93 -> n + n + ge91 + electron + anti-neutrino_e        1.0000e+00
ga93 -> n + n + n + ge90 + electron + anti-neutrino_e    1.0000e+00
ga94 -> n + ge93 + electron + anti-neutrino_e            1.0000e+00
ga94 -> n + n + ge92 + electron + anti-neutrino_e        1.0000e+00
ga94 -> n + n + n + ge91 + electron + anti-neutrino_e    1.0000e+00
ga95 -> n + ge94 + electron + anti-neutrino_e            1.0000e+00
ga95 -> n + n + ge93 + electron + anti-neutrino_e        1.0000e+00
ga95 -> n + n + n + ge92 + electron + anti-neutrino_e    1.0000e+00
ga96 -> n + ge95 + electron + anti-neutrino_e            1.0000e+00
ga96 -> n + n + ge94 + electron + anti-neutrino_e        1.0000e+00
ga96 -> n + n + n + ge93 + electron + anti-neutrino_e    1.0000e+00
ga97 -> n + ge96 + electron + anti-neutrino_e            1.0000e+00
ga97 -> n + n + ge95 + electron + anti-neutrino_e        1.0000e+00
ga97 -> n + n + n + ge94 + electron + anti-neutrino_e    1.0000e+00
ga98 -> n + ge97 + electron + anti-neutrino_e            1.0000e+00
ga98 -> n + n + ge96 + electron + anti-neutrino_e        1.0000e+00
ga98 -> n + n + n + ge95 + electron + anti-neutrino_e    1.0000e+00
ga99 -> n + ge98 + electron + anti-neutrino_e            1.0000e+00
ga99 -> n + n + ge97 + electron + anti-neutrino_e        1.0000e+00
ga99 -> n + n + n + ge96 + electron + anti-neutrino_e    1.0000e+00
ge100 -> n + as99 + electron + anti-neutrino_e           1.0000e+00
ge100 -> n + n + as98 + electron + anti-neutrino_e       1.0000e+00
ge100 -> n + n + n + as97 + electron + anti-neutrino_e   1.0000e+00
ge101 -> n + as100 + electron + anti-neutrino_e          1.0000e+00
ge101 -> n + n + as99 + electron + anti-neutrino_e       1.0000e+00
ge101 -> n + n + n + as98 + electron + anti-neutrino_e   1.0000e+00
ge102 -> n + as101 + electron + anti-neutrino_e          1.0000e+00
ge102 -> n + n + as100 + electron + anti-neutrino_e      1.0000e+00
ge102 -> n + n + n + as99 + electron + anti-neutrino_e   1.0000e+00
ge103 -> n + as102 + electron + anti-neutrino_e          1.0000e+00
ge103 -> n + n + as101 + electron + anti-neutrino_e      1.0000e+00
ge103 -> n + n + n + as100 + electron + anti-neutrino_e  1.0000e+00
ge104 -> n + as103 + electron + anti-neutrino_e          1.0000e+00
ge104 -> n + n + as102 + electron + anti-neutrino_e      1.0000e+00
ge104 -> n + n + n + as101 + electron + anti-neutrino_e  1.0000e+00
ge105 -> n + as104 + electron + anti-neutrino_e          1.0000e+00
ge106 -> n + as105 + electron + anti-neutrino_e          1.0000e+00
ge106 -> n + n + as104 + electron + anti-neutrino_e      1.0000e+00
ge107 -> n + as106 + electron + anti-neutrino_e          1.0000e+00
ge108 -> n + as107 + electron + anti-neutrino_e          1.0000e+00
ge108 -> n + n + as106 + electron + anti-neutrino_e      1.0000e+00
ge109 -> n + as108 + electron + anti-neutrino_e          1.0000e+00
ge110 -> n + as109 + electron + anti-neutrino_e          1.0000e+00
ge110 -> n + n + as108 + electron + anti-neutrino_e      1.0000e+00
ge111 -> n + as110 + electron + anti-neutrino_e          1.0000e+00
ge112 -> n + n + as110 + electron + anti-neutrino_e      1.0000e+00
ge83 -> n + as82 + electron + anti-neutrino_e            1.0000e+00
ge84 -> n + as83 + electron + anti-neutrino_e            1.0000e+00
ge85 -> n + as84 + electron + anti-neutrino_e            1.0000e+00
ge85 -> n + n + as83 + electron + anti-neutrino_e        1.0000e+00
ge86 -> n + as85 + electron + anti-neutrino_e            1.0000e+00
ge87 -> n + as86 + electron + anti-neutrino_e            1.0000e+00
ge87 -> n + n + as85 + electron + anti-neutrino_e        1.0000e+00
ge88 -> n + as87 + electron + anti-neutrino_e            1.0000e+00
ge88 -> n + n + as86 + electron + anti-neutrino_e        1.0000e+00
ge89 -> n + as88 + electron + anti-neutrino_e            1.0000e+00
ge89 -> n + n + as87 + electron + anti-neutrino_e        1.0000e+00
ge90 -> n + as89 + electron + anti-neutrino_e            1.0000e+00
ge90 -> n + n + as88 + electron + anti-neutrino_e        1.0000e+00
ge90 -> n + n + n + as87 + electron + anti-neutrino_e    1.0000e+00
ge91 -> n + as90 + electron + anti-neutrino_e            1.0000e+00
ge91 -> n + n + as89 + electron + anti-neutrino_e        1.0000e+00
ge91 -> n + n + n + as88 + electron + anti-neutrino_e    1.0000e+00
ge92 -> n + as91 + electron + anti-neutrino_e            1.0000e+00
ge92 -> n + n + as90 + electron + anti-neutrino_e        1.0000e+00
ge92 -> n + n + n + as89 + electron + anti-neutrino_e    1.0000e+00
ge93 -> n + as92 + electron + anti-neutrino_e            1.0000e+00
ge93 -> n + n + as91 + electron + anti-neutrino_e        1.0000e+00
ge93 -> n + n + n + as90 + electron + anti-neutrino_e    1.0000e+00
ge94 -> n + as93 + electron + anti-neutrino_e            1.0000e+00
ge94 -> n + n + as92 + electron + anti-neutrino_e        1.0000e+00
ge94 -> n + n + n + as91 + electron + anti-neutrino_e    1.0000e+00
ge95 -> n + as94 + electron + anti-neutrino_e            1.0000e+00
ge95 -> n + n + as93 + electron + anti-neutrino_e        1.0000e+00
ge95 -> n + n + n + as92 + electron + anti-neutrino_e    1.0000e+00
ge96 -> n + as95 + electron + anti-neutrino_e            1.0000e+00
ge96 -> n + n + as94 + electron + anti-neutrino_e        1.0000e+00
ge96 -> n + n + n + as93 + electron + anti-neutrino_e    1.0000e+00
ge97 -> n + as96 + electron + anti-neutrino_e            1.0000e+00
ge97 -> n + n + as95 + electron + anti-neutrino_e        1.0000e+00
ge97 -> n + n + n + as94 + electron + anti-neutrino_e    1.0000e+00
ge98 -> n + as97 + electron + anti-neutrino_e            1.0000e+00
ge98 -> n + n + as96 + electron + anti-neutrino_e        1.0000e+00
ge98 -> n + n + n + as95 + electron + anti-neutrino_e    1.0000e+00
ge99 -> n + as98 + electron + anti-neutrino_e            1.0000e+00
ge99 -> n + n + as97 + electron + anti-neutrino_e        1.0000e+00
ge99 -> n + n + n + as96 + electron + anti-neutrino_e    1.0000e+00
he8 -> n + li7 + electron + anti-neutrino_e              1.0000e+00
k48 -> n + ca47 + electron + anti-neutrino_e             1.0000e+00
k49 -> n + ca48 + electron + anti-neutrino_e             1.0000e+00
k50 -> n + ca49 + electron + anti-neutrino_e             1.0000e+00
k50 -> n + n + ca48 + electron + anti-neutrino_e         1.0000e+00
k51 -> n + ca50 + electron + anti-neutrino_e             1.0000e+00
k51 -> n + n + ca49 + electron + anti-neutrino_e         1.0000e+00
k52 -> n + ca51 + electron + anti-neutrino_e             1.0000e+00
k52 -> n + n + ca50 + electron + anti-neutrino_e         1.0000e+00
k53 -> n + ca52 + electron + anti-neutrino_e             1.0000e+00
k53 -> n + n + ca51 + electron + anti-neutrino_e         1.0000e+00
k53 -> n + n + n + ca50 + electron + anti-neutrino_e     1.0000e+00
k54 -> n + ca53 + electron + anti-neutrino_e             1.0000e+00
k54 -> n + n + ca52 + electron + anti-neutrino_e         1.0000e+00
k54 -> n + n + n + ca51 + electron + anti-neutrino_e     1.0000e+00
k55 -> n + ca54 + electron + anti-neutrino_e             1.0000e+00
k55 -> n + n + ca53 + electron + anti-neutrino_e         1.0000e+00
k55 -> n + n + n + ca52 + electron + anti-neutrino_e     1.0000e+00
k56 -> n + ca55 + electron + anti-neutrino_e             1.0000e+00
k56 -> n + n + ca54 + electron + anti-neutrino_e         1.0000e+00
k56 -> n + n + n + ca53 + electron + anti-neutrino_e     1.0000e+00
k57 -> n + ca56 + electron + anti-neutrino_e             1.0000e+00
k57 -> n + n + ca55 + electron + anti-neutrino_e         1.0000e+00
k57 -> n + n + n + ca54 + electron + anti-neutrino_e     1.0000e+00
k58 -> n + ca57 + electron + anti-neutrino_e             1.0000e+00
k58 -> n + n + ca56 + electron + anti-neutrino_e         1.0000e+00
k58 -> n + n + n + ca55 + electron + anti-neutrino_e     1.0000e+00
k59 -> n + ca58 + electron + anti-neutrino_e             1.0000e+00
k59 -> n + n + ca57 + electron + anti-neutrino_e         1.0000e+00
k59 -> n + n + n + ca56 + electron + anti-neutrino_e     1.0000e+00
k60 -> n + n + ca58 + electron + anti-neutrino_e         1.0000e+00
k60 -> n + n + n + ca57 + electron + anti-neutrino_e     1.0000e+00
k61 -> n + ca60 + electron + anti-neutrino_e             1.0000e+00
k61 -> n + n + ca59 + electron + anti-neutrino_e         1.0000e+00
k61 -> n + n + n + ca58 + electron + anti-neutrino_e     1.0000e+00
k62 -> n + n + ca60 + electron + anti-neutrino_e         1.0000e+00
k62 -> n + n + n + ca59 + electron + anti-neutrino_e     1.0000e+00
k63 -> n + ca62 + electron + anti-neutrino_e             1.0000e+00
k63 -> n + n + ca61 + electron + anti-neutrino_e         1.0000e+00
k63 -> n + n + n + ca60 + electron + anti-neutrino_e     1.0000e+00
k64 -> n + ca63 + electron + anti-neutrino_e             1.0000e+00
k65 -> n + ca64 + electron + anti-neutrino_e             1.0000e+00
k65 -> n + n + ca63 + electron + anti-neutrino_e         1.0000e+00
k66 -> n + ca65 + electron + anti-neutrino_e             1.0000e+00
k67 -> n + ca66 + electron + anti-neutrino_e             1.0000e+00
k67 -> n + n + ca65 + electron + anti-neutrino_e         1.0000e+00
k68 -> n + ca67 + electron + anti-neutrino_e             1.0000e+00
k69 -> n + ca68 + electron + anti-neutrino_e             1.0000e+00
k69 -> n + n + ca67 + electron + anti-neutrino_e         1.0000e+00
k70 -> n + ca69 + electron + anti-neutrino_e             1.0000e+00
li11 -> n + be10 + electron + anti-neutrino_e            1.0000e+00
li11 -> n + he4 + he6 + electron + anti-neutrino_e       1.0000e+00
li11 -> n + n + be9 + electron + anti-neutrino_e         1.0000e+00
li9 -> n + he4 + he4 + electron + anti-neutrino_e        1.0000e+00
mg30 -> n + al29 + electron + anti-neutrino_e            1.0000e+00
mg31 -> n + al30 + electron + anti-neutrino_e            1.0000e+00
mg32 -> n + al31 + electron + anti-neutrino_e            1.0000e+00
mg33 -> n + al32 + electron + anti-neutrino_e            1.0000e+00
mg33 -> n + n + al31 + electron + anti-neutrino_e        1.0000e+00
mg34 -> n + al33 + electron + anti-neutrino_e            1.0000e+00
mg34 -> n + n + al32 + electron + anti-neutrino_e        1.0000e+00
mg35 -> n + al34 + electron + anti-neutrino_e            1.0000e+00
mg35 -> n + n + al33 + electron + anti-neutrino_e        1.0000e+00
mg35 -> n + n + n + al32 + electron + anti-neutrino_e    1.0000e+00
mg36 -> n + al35 + electron + anti-neutrino_e            1.0000e+00
mg36 -> n + n + al34 + electron + anti-neutrino_e        1.0000e+00
mg36 -> n + n + n + al33 + electron + anti-neutrino_e    1.0000e+00
mg37 -> n + al36 + electron + anti-neutrino_e            1.0000e+00
mg37 -> n + n + al35 + electron + anti-neutrino_e        1.0000e+00
mg37 -> n + n + n + al34 + electron + anti-neutrino_e    1.0000e+00
mg38 -> n + al37 + electron + anti-neutrino_e            1.0000e+00
mg38 -> n + n + al36 + electron + anti-neutrino_e        1.0000e+00
mg38 -> n + n + n + al35 + electron + anti-neutrino_e    1.0000e+00
mg39 -> n + al38 + electron + anti-neutrino_e            1.0000e+00
mg39 -> n + n + al37 + electron + anti-neutrino_e        1.0000e+00
mg39 -> n + n + n + al36 + electron + anti-neutrino_e    1.0000e+00
mg40 -> n + al39 + electron + anti-neutrino_e            1.0000e+00
mg40 -> n + n + al38 + electron + anti-neutrino_e        1.0000e+00
mg40 -> n + n + n + al37 + electron + anti-neutrino_e    1.0000e+00
mg41 -> n + al40 + electron + anti-neutrino_e            1.0000e+00
mg42 -> n + al41 + electron + anti-neutrino_e            1.0000e+00
mg42 -> n + n + al40 + electron + anti-neutrino_e        1.0000e+00
mg43 -> n + al42 + electron + anti-neutrino_e            1.0000e+00
mg44 -> n + al43 + electron + anti-neutrino_e            1.0000e+00
mg45 -> n + al44 + electron + anti-neutrino_e            1.0000e+00
mg46 -> n + n + al44 + electron + anti-neutrino_e        1.0000e+00
mg47 -> n + al46 + electron + anti-neutrino_e            1.0000e+00
mn61 -> n + fe60 + electron + anti-neutrino_e            1.0000e+00
mn62 -> n + fe61 + electron + anti-neutrino_e            1.0000e+00
mn63 -> n + fe62 + electron + anti-neutrino_e            1.0000e+00
mn64 -> n + fe63 + electron + anti-neutrino_e            1.0000e+00
mn65 -> n + fe64 + electron + anti-neutrino_e            1.0000e+00
mn66 -> n + fe65 + electron + anti-neutrino_e            1.0000e+00
mn66 -> n + n + fe64 + electron + anti-neutrino_e        1.0000e+00
mn67 -> n + fe66 + electron + anti-neutrino_e            1.0000e+00
mn67 -> n + n + fe65 + electron + anti-neutrino_e        1.0000e+00
mn68 -> n + fe67 + electron + anti-neutrino_e            1.0000e+00
mn68 -> n + n + fe66 + electron + anti-neutrino_e        1.0000e+00
mn69 -> n + fe68 + electron + anti-neutrino_e            1.0000e+00
mn69 -> n + n + fe67 + electron + anti-neutrino_e        1.0000e+00
mn70 -> n + fe69 + electron + anti-neutrino_e            1.0000e+00
mn70 -> n + n + fe68 + electron + anti-neutrino_e        1.0000e+00
mn71 -> n + fe70 + electron + anti-neutrino_e            1.0000e+00
mn71 -> n + n + fe69 + electron + anti-neutrino_e        1.0000e+00
mn71 -> n + n + n + fe68 + electron + anti-neutrino_e    1.0000e+00
mn72 -> n + fe71 + electron + anti-neutrino_e            1.0000e+00
mn72 -> n + n + fe70 + electron + anti-neutrino_e        1.0000e+00
mn72 -> n + n + n + fe69 + electron + anti-neutrino_e    1.0000e+00
mn73 -> n + fe72 + electron + anti-neutrino_e            1.0000e+00
mn73 -> n + n + fe71 + electron + anti-neutrino_e        1.0000e+00
mn73 -> n + n + n + fe70 + electron + anti-neutrino_e    1.0000e+00
mn74 -> n + fe73 + electron + anti-neutrino_e            1.0000e+00
mn74 -> n + n + fe72 + electron + anti-neutrino_e        1.0000e+00
mn74 -> n + n + n + fe71 + electron + anti-neutrino_e    1.0000e+00
mn75 -> n + fe74 + electron + anti-neutrino_e            1.0000e+00
mn75 -> n + n + fe73 + electron + anti-neutrino_e        1.0000e+00
mn75 -> n + n + n + fe72 + electron + anti-neutrino_e    1.0000e+00
mn76 -> n + fe75 + electron + anti-neutrino_e            1.0000e+00
mn76 -> n + n + fe74 + electron + anti-neutrino_e        1.0000e+00
mn76 -> n + n + n + fe73 + electron + anti-neutrino_e    1.0000e+00
mn77 -> n + fe76 + electron + anti-neutrino_e            1.0000e+00
mn77 -> n + n + fe75 + electron + anti-neutrino_e        1.0000e+00
mn77 -> n + n + n + fe74 + electron + anti-neutrino_e    1.0000e+00
mn78 -> n + n + fe76 + electron + anti-neutrino_e        1.0000e+00
mn78 -> n + n + n + fe75 + electron + anti-neutrino_e    1.0000e+00
mn79 -> n + fe78 + electron + anti-neutrino_e            1.0000e+00
mn79 -> n + n + fe77 + electron + anti-neutrino_e        1.0000e+00
mn79 -> n + n + n + fe76 + electron + anti-neutrino_e    1.0000e+00
mn80 -> n + fe79 + electron + anti-neutrino_e            1.0000e+00
mn81 -> n + fe80 + electron + anti-neutrino_e            1.0000e+00
mn81 -> n + n + fe79 + electron + anti-neutrino_e        1.0000e+00
mn82 -> n + fe81 + electron + anti-neutrino_e            1.0000e+00
mn83 -> n + fe82 + electron + anti-neutrino_e            1.0000e+00
mn83 -> n + n + fe81 + electron + anti-neutrino_e        1.0000e+00
mn84 -> n + fe83 + electron + anti-neutrino_e            1.0000e+00
mn85 -> n + n + fe83 + electron + anti-neutrino_e        1.0000e+00
mn86 -> n + fe85 + electron + anti-neutrino_e            1.0000e+00
mn87 -> n + n + fe85 + electron + anti-neutrino_e        1.0000e+00
mn88 -> n + fe87 + electron + anti-neutrino_e            1.0000e+00
mn89 -> n + n + fe87 + electron + anti-neutrino_e        1.0000e+00
n17 -> n + o16 + electron + anti-neutrino_e              1.0000e+00
n18 -> n + o17 + electron + anti-neutrino_e              1.0000e+00
n19 -> n + o18 + electron + anti-neutrino_e              1.0000e+00
n20 -> n + o19 + electron + anti-neutrino_e              1.0000e+00
n21 -> n + o20 + electron + anti-neutrino_e              1.0000e+00
n22 -> n + n + o20 + electron + anti-neutrino_e          1.0000e+00
n22 -> n + o21 + electron + anti-neutrino_e              1.0000e+00
na27 -> n + mg26 + electron + anti-neutrino_e            1.0000e+00
na28 -> n + mg27 + electron + anti-neutrino_e            1.0000e+00
na29 -> n + mg28 + electron + anti-neutrino_e            1.0000e+00
na30 -> n + mg29 + electron + anti-neutrino_e            1.0000e+00
na30 -> n + n + mg28 + electron + anti-neutrino_e        1.0000e+00
na31 -> n + mg30 + electron + anti-neutrino_e            1.0000e+00
na31 -> n + n + mg29 + electron + anti-neutrino_e        1.0000e+00
na31 -> n + n + n + mg28 + electron + anti-neutrino_e    1.0000e+00
na32 -> n + mg31 + electron + anti-neutrino_e            1.0000e+00
na32 -> n + n + mg30 + electron + anti-neutrino_e        1.0000e+00
na32 -> n + n + n + mg29 + electron + anti-neutrino_e    1.0000e+00
na33 -> n + mg32 + electron + anti-neutrino_e            1.0000e+00
na33 -> n + n + mg31 + electron + anti-neutrino_e        1.0000e+00
na33 -> n + n + n + mg30 + electron + anti-neutrino_e    1.0000e+00
na34 -> n + mg33 + electron + anti-neutrino_e            1.0000e+00
na34 -> n + n + mg32 + electron + anti-neutrino_e        1.0000e+00
na34 -> n + n + n + mg31 + electron + anti-neutrino_e    1.0000e+00
na35 -> n + mg34 + electron + anti-neutrino_e            1.0000e+00
na35 -> n + n + mg33 + electron + anti-neutrino_e        1.0000e+00
na35 -> n + n + n + mg32 + electron + anti-neutrino_e    1.0000e+00
na36 -> n + mg35 + electron + anti-neutrino_e            1.0000e+00
na37 -> n + mg36 + electron + anti-neutrino_e            1.0000e+00
na37 -> n + n + mg35 + electron + anti-neutrino_e        1.0000e+00
na38 -> n + mg37 + electron + anti-neutrino_e            1.0000e+00
na39 -> n + mg38 + electron + anti-neutrino_e            1.0000e+00
na39 -> n + n + mg37 + electron + anti-neutrino_e        1.0000e+00
na40 -> n + mg39 + electron + anti-neutrino_e            1.0000e+00
na41 -> n + n + mg39 + electron + anti-neutrino_e        1.0000e+00
na42 -> n + mg41 + electron + anti-neutrino_e            1.0000e+00
na43 -> n + n + mg41 + electron + anti-neutrino_e        1.0000e+00
na44 -> n + mg43 + electron + anti-neutrino_e            1.0000e+00
ne26 -> n + na25 + electron + anti-neutrino_e            1.0000e+00
ne27 -> n + na26 + electron + anti-neutrino_e            1.0000e+00
ne28 -> n + n + na26 + electron + anti-neutrino_e        1.0000e+00
ne28 -> n + na27 + electron + anti-neutrino_e            1.0000e+00
ne29 -> n + n + na27 + electron + anti-neutrino_e        1.0000e+00
ne29 -> n + na28 + electron + anti-neutrino_e            1.0000e+00
ne30 -> n + n + na28 + electron + anti-neutrino_e        1.0000e+00
ne30 -> n + na29 + electron + anti-neutrino_e            1.0000e+00
ne31 -> n + n + n + na28 + electron + anti-neutrino_e    1.0000e+00
ne31 -> n + n + na29 + electron + anti-neutrino_e        1.0000e+00
ne31 -> n + na30 + electron + anti-neutrino_e            1.0000e+00
ne32 -> n + n + n + na29 + electron + anti-neutrino_e    1.0000e+00
ne32 -> n + n + na30 + electron + anti-neutrino_e        1.0000e+00
ne32 -> n + na31 + electron + anti-neutrino_e            1.0000e+00
ne33 -> n + n + n + na30 + electron + anti-neutrino_e    1.0000e+00
ne33 -> n + n + na31 + electron + anti-neutrino_e        1.0000e+00
ne33 -> n + na32 + electron + anti-neutrino_e            1.0000e+00
ne34 -> n + n + n + na31 + electron + anti-neutrino_e    1.0000e+00
ne34 -> n + n + na32 + electron + anti-neutrino_e        1.0000e+00
ne34 -> n + na33 + electron + anti-neutrino_e            1.0000e+00
ne35 -> n + n + n + na32 + electron + anti-neutrino_e    1.0000e+00
ne35 -> n + n + na33 + electron + anti-neutrino_e        1.0000e+00
ne35 -> n + na34 + electron + anti-neutrino_e            1.0000e+00
ne36 -> n + n + n + na33 + electron + anti-neutrino_e    1.0000e+00
ne36 -> n + n + na34 + electron + anti-neutrino_e        1.0000e+00
ne36 -> n + na35 + electron + anti-neutrino_e            1.0000e+00
ne37 -> n + na36 + electron + anti-neutrino_e            1.0000e+00
ne38 -> n + n + na36 + electron + anti-neutrino_e        1.0000e+00
ne39 -> n + na38 + electron + anti-neutrino_e            1.0000e+00
ne40 -> n + n + na38 + electron + anti-neutrino_e        1.0000e+00
ne41 -> n + na40 + electron + anti-neutrino_e            1.0000e+00
ni73 -> n + cu72 + electron + anti-neutrino_e            1.0000e+00
ni74 -> n + cu73 + electron + anti-neutrino_e            1.0000e+00
ni75 -> n + cu74 + electron + anti-neutrino_e            1.0000e+00
ni76 -> n + cu75 + electron + anti-neutrino_e            1.0000e+00
ni77 -> n + cu76 + electron + anti-neutrino_e            1.0000e+00
ni78 -> n + cu77 + electron + anti-neutrino_e            1.0000e+00
ni79 -> n + cu78 + electron + anti-neutrino_e            1.0000e+00
ni79 -> n + n + cu77 + electron + anti-neutrino_e        1.0000e+00
ni80 -> n + cu79 + electron + anti-neutrino_e            1.0000e+00
ni80 -> n + n + cu78 + electron + anti-neutrino_e        1.0000e+00
ni80 -> n + n + n + cu77 + electron + anti-neutrino_e    1.0000e+00
ni81 -> n + cu80 + electron + anti-neutrino_e            1.0000e+00
ni81 -> n + n + cu79 + electron + anti-neutrino_e        1.0000e+00
ni81 -> n + n + n + cu78 + electron + anti-neutrino_e    1.0000e+00
ni82 -> n + cu81 + electron + anti-neutrino_e            1.0000e+00
ni82 -> n + n + cu80 + electron + anti-neutrino_e        1.0000e+00
ni82 -> n + n + n + cu79 + electron + anti-neutrino_e    1.0000e+00
ni83 -> n + cu82 + electron + anti-neutrino_e            1.0000e+00
ni83 -> n + n + cu81 + electron + anti-neutrino_e        1.0000e+00
ni83 -> n + n + n + cu80 + electron + anti-neutrino_e    1.0000e+00
ni84 -> n + cu83 + electron + anti-neutrino_e            1.0000e+00
ni84 -> n + n + cu82 + electron + anti-neutrino_e        1.0000e+00
ni84 -> n + n + n + cu81 + electron + anti-neutrino_e    1.0000e+00
ni85 -> n + cu84 + electron + anti-neutrino_e            1.0000e+00
ni85 -> n + n + cu83 + electron + anti-neutrino_e        1.0000e+00
ni85 -> n + n + n + cu82 + electron + anti-neutrino_e    1.0000e+00
ni86 -> n + cu85 + electron + anti-neutrino_e            1.0000e+00
ni86 -> n + n + cu84 + electron + anti-neutrino_e        1.0000e+00
ni86 -> n + n + n + cu83 + electron + anti-neutrino_e    1.0000e+00
ni87 -> n + cu86 + electron + anti-neutrino_e            1.0000e+00
ni87 -> n + n + cu85 + electron + anti-neutrino_e        1.0000e+00
ni87 -> n + n + n + cu84 + electron + anti-neutrino_e    1.0000e+00
ni88 -> n + cu87 + electron + anti-neutrino_e            1.0000e+00
ni88 -> n + n + cu86 + electron + anti-neutrino_e        1.0000e+00
ni88 -> n + n + n + cu85 + electron + anti-neutrino_e    1.0000e+00
ni89 -> n + cu88 + electron + anti-neutrino_e            1.0000e+00
ni89 -> n + n + cu87 + electron + anti-neutrino_e        1.0000e+00
ni89 -> n + n + n + cu86 + electron + anti-neutrino_e    1.0000e+00
ni90 -> n + cu89 + electron + anti-neutrino_e            1.0000e+00
ni90 -> n + n + cu88 + electron + anti-neutrino_e        1.0000e+00
ni90 -> n + n + n + cu87 + electron + anti-neutrino_e    1.0000e+00
ni91 -> n + cu90 + electron + anti-neutrino_e            1.0000e+00
ni91 -> n + n + cu89 + electron + anti-neutrino_e        1.0000e+00
ni91 -> n + n + n + cu88 + electron + anti-neutrino_e    1.0000e+00
ni92 -> n + cu91 + electron + anti-neutrino_e            1.0000e+00
ni92 -> n + n + cu90 + electron + anti-neutrino_e        1.0000e+00
ni92 -> n + n + n + cu89 + electron + anti-neutrino_e    1.0000e+00
ni93 -> n + cu92 + electron + anti-neutrino_e            1.0000e+00
ni94 -> n + cu93 + electron + anti-neutrino_e            1.0000e+00
ni94 -> n + n + cu92 + electron + anti-neutrino_e        1.0000e+00
ni95 -> n + cu94 + electron + anti-neutrino_e            1.0000e+00
ni96 -> n + n + cu94 + electron + anti-neutrino_e        1.0000e+00
ni97 -> n + cu96 + electron + anti-neutrino_e            1.0000e+00
ni98 -> n + n + cu96 + electron + anti-neutrino_e        1.0000e+00
ni99 -> n + cu98 + electron + anti-neutrino_e            1.0000e+00
o22 -> n + f21 + electron + anti-neutrino_e              1.0000e+00
o23 -> n + f22 + electron + anti-neutrino_e              1.0000e+00
o24 -> n + f23 + electron + anti-neutrino_e              1.0000e+00
o25 -> n + f24 + electron + anti-neutrino_e              1.0000e+00
o25 -> n + n + f23 + electron + anti-neutrino_e          1.0000e+00
o26 -> n + f25 + electron + anti-neutrino_e              1.0000e+00
o26 -> n + n + f24 + electron + anti-neutrino_e          1.0000e+00
o26 -> n + n + n + f23 + electron + anti-neutrino_e      1.0000e+00
o28 -> n + f27 + electron + anti-neutrino_e              1.0000e+00
o28 -> n + n + f26 + electron + anti-neutrino_e          1.0000e+00
o28 -> n + n + n + f25 + electron + anti-neutrino_e      1.0000e+00
o30 -> n + n + f28 + electron + anti-neutrino_e          1.0000e+00
p37 -> n + s36 + electron + anti-neutrino_e              1.0000e+00
p38 -> n + s37 + electron + anti-neutrino_e              1.0000e+00
p39 -> n + s38 + electron + anti-neutrino_e              1.0000e+00
p40 -> n + n + s38 + electron + anti-neutrino_e          1.0000e+00
p40 -> n + s39 + electron + anti-neutrino_e              1.0000e+00
p41 -> n + n + s39 + electron + anti-neutrino_e          1.0000e+00
p41 -> n + s40 + electron + anti-neutrino_e              1.0000e+00
p42 -> n + n + s40 + electron + anti-neutrino_e          1.0000e+00
p42 -> n + s41 + electron + anti-neutrino_e              1.0000e+00
p43 -> n + n + s41 + electron + anti-neutrino_e          1.0000e+00
p43 -> n + s42 + electron + anti-neutrino_e              1.0000e+00
p44 -> n + n + n + s41 + electron + anti-neutrino_e      1.0000e+00
p44 -> n + n + s42 + electron + anti-neutrino_e          1.0000e+00
p44 -> n + s43 + electron + anti-neutrino_e              1.0000e+00
p45 -> n + n + n + s42 + electron + anti-neutrino_e      1.0000e+00
