
Rate modification view 1:

			Reaction			 Modification Factor 
p41 -> n + n + s39 + electron + anti-neutrino_e          0.0000e+00
p41 -> n + s40 + electron + anti-neutrino_e              0.0000e+00
p42 -> n + n + s40 + electron + anti-neutrino_e          0.0000e+00
p42 -> n + s41 + electron + anti-neutrino_e              0.0000e+00
p43 -> n + n + s41 + electron + anti-neutrino_e          0.0000e+00
p43 -> n + s42 + electron + anti-neutrino_e              0.0000e+00
p44 -> n + n + n + s41 + electron + anti-neutrino_e      0.0000e+00
p44 -> n + n + s42 + electron + anti-neutrino_e          0.0000e+00
p44 -> n + s43 + electron + anti-neutrino_e              0.0000e+00
p45 -> n + n + n + s42 + electron + anti-neutrino_e      0.0000e+00
p45 -> n + n + s43 + electron + anti-neutrino_e          0.0000e+00
p45 -> n + s44 + electron + anti-neutrino_e              0.0000e+00
p46 -> n + n + n + s43 + electron + anti-neutrino_e      0.0000e+00
p46 -> n + n + s44 + electron + anti-neutrino_e          0.0000e+00
p46 -> n + s45 + electron + anti-neutrino_e              0.0000e+00
p47 -> n + n + n + s44 + electron + anti-neutrino_e      0.0000e+00
p47 -> n + n + s45 + electron + anti-neutrino_e          0.0000e+00
p47 -> n + s46 + electron + anti-neutrino_e              0.0000e+00
p48 -> n + n + n + s45 + electron + anti-neutrino_e      0.0000e+00
p48 -> n + n + s46 + electron + anti-neutrino_e          0.0000e+00
p49 -> n + n + n + s46 + electron + anti-neutrino_e      0.0000e+00
p49 -> n + n + s47 + electron + anti-neutrino_e          0.0000e+00
p49 -> n + s48 + electron + anti-neutrino_e              0.0000e+00
p50 -> n + s49 + electron + anti-neutrino_e              0.0000e+00
p51 -> n + n + s49 + electron + anti-neutrino_e          0.0000e+00
p51 -> n + s50 + electron + anti-neutrino_e              0.0000e+00
p52 -> n + s51 + electron + anti-neutrino_e              0.0000e+00
p53 -> n + n + s51 + electron + anti-neutrino_e          0.0000e+00
p54 -> n + s53 + electron + anti-neutrino_e              0.0000e+00
p55 -> n + n + s53 + electron + anti-neutrino_e          0.0000e+00
p56 -> n + s55 + electron + anti-neutrino_e              0.0000e+00
p57 -> n + n + s55 + electron + anti-neutrino_e          0.0000e+00
rb100 -> n + n + sr98 + electron + anti-neutrino_e       0.0000e+00
rb100 -> n + sr99 + electron + anti-neutrino_e           0.0000e+00
rb101 -> n + n + sr99 + electron + anti-neutrino_e       0.0000e+00
rb101 -> n + sr100 + electron + anti-neutrino_e          0.0000e+00
rb102 -> n + n + sr100 + electron + anti-neutrino_e      0.0000e+00
rb102 -> n + sr101 + electron + anti-neutrino_e          0.0000e+00
rb103 -> n + n + n + sr100 + electron + anti-neutrino_e  0.0000e+00
rb103 -> n + n + sr101 + electron + anti-neutrino_e      0.0000e+00
rb103 -> n + sr102 + electron + anti-neutrino_e          0.0000e+00
rb104 -> n + n + n + sr101 + electron + anti-neutrino_e  0.0000e+00
rb104 -> n + n + sr102 + electron + anti-neutrino_e      0.0000e+00
rb104 -> n + sr103 + electron + anti-neutrino_e          0.0000e+00
rb105 -> n + n + n + sr102 + electron + anti-neutrino_e  0.0000e+00
rb105 -> n + n + sr103 + electron + anti-neutrino_e      0.0000e+00
rb105 -> n + sr104 + electron + anti-neutrino_e          0.0000e+00
rb106 -> n + n + n + sr103 + electron + anti-neutrino_e  0.0000e+00
rb106 -> n + n + sr104 + electron + anti-neutrino_e      0.0000e+00
rb106 -> n + sr105 + electron + anti-neutrino_e          0.0000e+00
rb107 -> n + n + n + sr104 + electron + anti-neutrino_e  0.0000e+00
rb107 -> n + n + sr105 + electron + anti-neutrino_e      0.0000e+00
rb107 -> n + sr106 + electron + anti-neutrino_e          0.0000e+00
rb108 -> n + n + n + sr105 + electron + anti-neutrino_e  0.0000e+00
rb108 -> n + n + sr106 + electron + anti-neutrino_e      0.0000e+00
rb108 -> n + sr107 + electron + anti-neutrino_e          0.0000e+00
rb109 -> n + n + n + sr106 + electron + anti-neutrino_e  0.0000e+00
rb109 -> n + n + sr107 + electron + anti-neutrino_e      0.0000e+00
rb109 -> n + sr108 + electron + anti-neutrino_e          0.0000e+00
rb110 -> n + n + n + sr107 + electron + anti-neutrino_e  0.0000e+00
rb110 -> n + n + sr108 + electron + anti-neutrino_e      0.0000e+00
rb110 -> n + sr109 + electron + anti-neutrino_e          0.0000e+00
rb111 -> n + n + n + sr108 + electron + anti-neutrino_e  0.0000e+00
rb111 -> n + n + sr109 + electron + anti-neutrino_e      0.0000e+00
rb111 -> n + sr110 + electron + anti-neutrino_e          0.0000e+00
rb112 -> n + n + n + sr109 + electron + anti-neutrino_e  0.0000e+00
rb112 -> n + n + sr110 + electron + anti-neutrino_e      0.0000e+00
rb112 -> n + sr111 + electron + anti-neutrino_e          0.0000e+00
rb113 -> n + n + n + sr110 + electron + anti-neutrino_e  0.0000e+00
rb113 -> n + n + sr111 + electron + anti-neutrino_e      0.0000e+00
rb113 -> n + sr112 + electron + anti-neutrino_e          0.0000e+00
rb114 -> n + n + n + sr111 + electron + anti-neutrino_e  0.0000e+00
rb114 -> n + n + sr112 + electron + anti-neutrino_e      0.0000e+00
rb114 -> n + sr113 + electron + anti-neutrino_e          0.0000e+00
rb115 -> n + n + n + sr112 + electron + anti-neutrino_e  0.0000e+00
rb115 -> n + n + sr113 + electron + anti-neutrino_e      0.0000e+00
rb115 -> n + sr114 + electron + anti-neutrino_e          0.0000e+00
rb116 -> n + n + n + sr113 + electron + anti-neutrino_e  0.0000e+00
rb116 -> n + n + sr114 + electron + anti-neutrino_e      0.0000e+00
rb116 -> n + sr115 + electron + anti-neutrino_e          0.0000e+00
rb117 -> n + n + n + sr114 + electron + anti-neutrino_e  0.0000e+00
rb117 -> n + n + sr115 + electron + anti-neutrino_e      0.0000e+00
rb117 -> n + sr116 + electron + anti-neutrino_e          0.0000e+00
rb118 -> n + n + n + sr115 + electron + anti-neutrino_e  0.0000e+00
rb118 -> n + n + sr116 + electron + anti-neutrino_e      0.0000e+00
rb118 -> n + sr117 + electron + anti-neutrino_e          0.0000e+00
rb119 -> n + n + n + sr116 + electron + anti-neutrino_e  0.0000e+00
rb119 -> n + n + sr117 + electron + anti-neutrino_e      0.0000e+00
rb119 -> n + sr118 + electron + anti-neutrino_e          0.0000e+00
rb120 -> n + n + n + sr117 + electron + anti-neutrino_e  0.0000e+00
rb120 -> n + n + sr118 + electron + anti-neutrino_e      0.0000e+00
rb120 -> n + sr119 + electron + anti-neutrino_e          0.0000e+00
rb121 -> n + n + n + sr118 + electron + anti-neutrino_e  0.0000e+00
rb121 -> n + n + sr119 + electron + anti-neutrino_e      0.0000e+00
rb121 -> n + sr120 + electron + anti-neutrino_e          0.0000e+00
rb122 -> n + sr121 + electron + anti-neutrino_e          0.0000e+00
rb123 -> n + n + sr121 + electron + anti-neutrino_e      0.0000e+00
rb124 -> n + sr123 + electron + anti-neutrino_e          0.0000e+00
rb125 -> n + sr124 + electron + anti-neutrino_e          0.0000e+00
rb126 -> n + sr125 + electron + anti-neutrino_e          0.0000e+00
rb127 -> n + sr126 + electron + anti-neutrino_e          0.0000e+00
rb128 -> n + sr127 + electron + anti-neutrino_e          0.0000e+00
rb92 -> n + sr91 + electron + anti-neutrino_e            0.0000e+00
rb93 -> n + sr92 + electron + anti-neutrino_e            0.0000e+00
rb94 -> n + sr93 + electron + anti-neutrino_e            0.0000e+00
rb95 -> n + sr94 + electron + anti-neutrino_e            0.0000e+00
rb96 -> n + n + sr94 + electron + anti-neutrino_e        0.0000e+00
rb96 -> n + sr95 + electron + anti-neutrino_e            0.0000e+00
rb97 -> n + sr96 + electron + anti-neutrino_e            0.0000e+00
rb98 -> n + n + sr96 + electron + anti-neutrino_e        0.0000e+00
rb98 -> n + sr97 + electron + anti-neutrino_e            0.0000e+00
rb99 -> n + n + sr97 + electron + anti-neutrino_e        0.0000e+00
rb99 -> n + sr98 + electron + anti-neutrino_e            0.0000e+00
ru114 -> n + rh113 + electron + anti-neutrino_e          0.0000e+00
ru115 -> n + rh114 + electron + anti-neutrino_e          0.0000e+00
ru116 -> n + rh115 + electron + anti-neutrino_e          0.0000e+00
ru117 -> n + rh116 + electron + anti-neutrino_e          0.0000e+00
ru118 -> n + rh117 + electron + anti-neutrino_e          0.0000e+00
ru119 -> n + rh118 + electron + anti-neutrino_e          0.0000e+00
ru120 -> n + rh119 + electron + anti-neutrino_e          0.0000e+00
ru121 -> n + rh120 + electron + anti-neutrino_e          0.0000e+00
ru122 -> n + rh121 + electron + anti-neutrino_e          0.0000e+00
ru123 -> n + n + rh121 + electron + anti-neutrino_e      0.0000e+00
ru123 -> n + rh122 + electron + anti-neutrino_e          0.0000e+00
ru124 -> n + rh123 + electron + anti-neutrino_e          0.0000e+00
ru125 -> n + n + rh123 + electron + anti-neutrino_e      0.0000e+00
ru125 -> n + rh124 + electron + anti-neutrino_e          0.0000e+00
ru126 -> n + n + rh124 + electron + anti-neutrino_e      0.0000e+00
ru126 -> n + rh125 + electron + anti-neutrino_e          0.0000e+00
ru127 -> n + n + rh125 + electron + anti-neutrino_e      0.0000e+00
ru127 -> n + rh126 + electron + anti-neutrino_e          0.0000e+00
ru128 -> n + n + n + rh125 + electron + anti-neutrino_e  0.0000e+00
ru128 -> n + n + rh126 + electron + anti-neutrino_e      0.0000e+00
ru128 -> n + rh127 + electron + anti-neutrino_e          0.0000e+00
ru129 -> n + n + n + rh126 + electron + anti-neutrino_e  0.0000e+00
ru129 -> n + n + rh127 + electron + anti-neutrino_e      0.0000e+00
ru129 -> n + rh128 + electron + anti-neutrino_e          0.0000e+00
ru130 -> n + n + n + rh127 + electron + anti-neutrino_e  0.0000e+00
ru130 -> n + n + rh128 + electron + anti-neutrino_e      0.0000e+00
ru130 -> n + rh129 + electron + anti-neutrino_e          0.0000e+00
ru131 -> n + n + n + rh128 + electron + anti-neutrino_e  0.0000e+00
ru131 -> n + n + rh129 + electron + anti-neutrino_e      0.0000e+00
ru131 -> n + rh130 + electron + anti-neutrino_e          0.0000e+00
ru132 -> n + n + n + rh129 + electron + anti-neutrino_e  0.0000e+00
ru132 -> n + n + rh130 + electron + anti-neutrino_e      0.0000e+00
ru132 -> n + rh131 + electron + anti-neutrino_e          0.0000e+00
ru133 -> n + n + n + rh130 + electron + anti-neutrino_e  0.0000e+00
ru133 -> n + n + rh131 + electron + anti-neutrino_e      0.0000e+00
ru134 -> n + n + n + rh131 + electron + anti-neutrino_e  0.0000e+00
ru134 -> n + rh133 + electron + anti-neutrino_e          0.0000e+00
ru135 -> n + n + n + rh132 + electron + anti-neutrino_e  0.0000e+00
ru135 -> n + n + rh133 + electron + anti-neutrino_e      0.0000e+00
ru135 -> n + rh134 + electron + anti-neutrino_e          0.0000e+00
ru136 -> n + n + n + rh133 + electron + anti-neutrino_e  0.0000e+00
ru136 -> n + n + rh134 + electron + anti-neutrino_e      0.0000e+00
ru136 -> n + rh135 + electron + anti-neutrino_e          0.0000e+00
ru137 -> n + n + n + rh134 + electron + anti-neutrino_e  0.0000e+00
ru137 -> n + n + rh135 + electron + anti-neutrino_e      0.0000e+00
ru137 -> n + rh136 + electron + anti-neutrino_e          0.0000e+00
ru138 -> n + n + n + rh135 + electron + anti-neutrino_e  0.0000e+00
ru138 -> n + n + rh136 + electron + anti-neutrino_e      0.0000e+00
ru138 -> n + rh137 + electron + anti-neutrino_e          0.0000e+00
ru139 -> n + n + n + rh136 + electron + anti-neutrino_e  0.0000e+00
ru139 -> n + n + rh137 + electron + anti-neutrino_e      0.0000e+00
ru139 -> n + rh138 + electron + anti-neutrino_e          0.0000e+00
ru140 -> n + n + n + rh137 + electron + anti-neutrino_e  0.0000e+00
ru140 -> n + n + rh138 + electron + anti-neutrino_e      0.0000e+00
ru140 -> n + rh139 + electron + anti-neutrino_e          0.0000e+00
ru141 -> n + n + n + rh138 + electron + anti-neutrino_e  0.0000e+00
ru141 -> n + n + rh139 + electron + anti-neutrino_e      0.0000e+00
ru141 -> n + rh140 + electron + anti-neutrino_e          0.0000e+00
ru142 -> n + n + n + rh139 + electron + anti-neutrino_e  0.0000e+00
ru142 -> n + n + rh140 + electron + anti-neutrino_e      0.0000e+00
ru142 -> n + rh141 + electron + anti-neutrino_e          0.0000e+00
ru143 -> n + rh142 + electron + anti-neutrino_e          0.0000e+00
ru144 -> n + n + rh142 + electron + anti-neutrino_e      0.0000e+00
ru144 -> n + rh143 + electron + anti-neutrino_e          0.0000e+00
ru145 -> n + rh144 + electron + anti-neutrino_e          0.0000e+00
ru146 -> n + n + rh144 + electron + anti-neutrino_e      0.0000e+00
ru146 -> n + rh145 + electron + anti-neutrino_e          0.0000e+00
ru147 -> n + rh146 + electron + anti-neutrino_e          0.0000e+00
ru148 -> n + n + rh146 + electron + anti-neutrino_e      0.0000e+00
ru149 -> n + rh148 + electron + anti-neutrino_e          0.0000e+00
ru150 -> n + n + rh148 + electron + anti-neutrino_e      0.0000e+00
s41 -> n + cl40 + electron + anti-neutrino_e             0.0000e+00
s42 -> n + cl41 + electron + anti-neutrino_e             0.0000e+00
s43 -> n + cl42 + electron + anti-neutrino_e             0.0000e+00
s44 -> n + cl43 + electron + anti-neutrino_e             0.0000e+00
s45 -> n + cl44 + electron + anti-neutrino_e             0.0000e+00
s45 -> n + n + cl43 + electron + anti-neutrino_e         0.0000e+00
s46 -> n + cl45 + electron + anti-neutrino_e             0.0000e+00
s46 -> n + n + cl44 + electron + anti-neutrino_e         0.0000e+00
s47 -> n + cl46 + electron + anti-neutrino_e             0.0000e+00
s47 -> n + n + cl45 + electron + anti-neutrino_e         0.0000e+00
s47 -> n + n + n + cl44 + electron + anti-neutrino_e     0.0000e+00
s48 -> n + cl47 + electron + anti-neutrino_e             0.0000e+00
s48 -> n + n + cl46 + electron + anti-neutrino_e         0.0000e+00
s48 -> n + n + n + cl45 + electron + anti-neutrino_e     0.0000e+00
s49 -> n + cl48 + electron + anti-neutrino_e             0.0000e+00
s49 -> n + n + cl47 + electron + anti-neutrino_e         0.0000e+00
s49 -> n + n + n + cl46 + electron + anti-neutrino_e     0.0000e+00
s50 -> n + cl49 + electron + anti-neutrino_e             0.0000e+00
s50 -> n + n + cl48 + electron + anti-neutrino_e         0.0000e+00
s50 -> n + n + n + cl47 + electron + anti-neutrino_e     0.0000e+00
s51 -> n + cl50 + electron + anti-neutrino_e             0.0000e+00
s51 -> n + n + cl49 + electron + anti-neutrino_e         0.0000e+00
s51 -> n + n + n + cl48 + electron + anti-neutrino_e     0.0000e+00
s52 -> n + cl51 + electron + anti-neutrino_e             0.0000e+00
s52 -> n + n + cl50 + electron + anti-neutrino_e         0.0000e+00
s52 -> n + n + n + cl49 + electron + anti-neutrino_e     0.0000e+00
s53 -> n + cl52 + electron + anti-neutrino_e             0.0000e+00
s54 -> n + cl53 + electron + anti-neutrino_e             0.0000e+00
s54 -> n + n + cl52 + electron + anti-neutrino_e         0.0000e+00
s55 -> n + cl54 + electron + anti-neutrino_e             0.0000e+00
s56 -> n + cl55 + electron + anti-neutrino_e             0.0000e+00
s56 -> n + n + cl54 + electron + anti-neutrino_e         0.0000e+00
s57 -> n + cl56 + electron + anti-neutrino_e             0.0000e+00
s58 -> n + cl57 + electron + anti-neutrino_e             0.0000e+00
s58 -> n + n + cl56 + electron + anti-neutrino_e         0.0000e+00
s59 -> n + cl58 + electron + anti-neutrino_e             0.0000e+00
s59 -> n + n + cl57 + electron + anti-neutrino_e         0.0000e+00
s59 -> n + n + n + cl56 + electron + anti-neutrino_e     0.0000e+00
s60 -> n + n + cl58 + electron + anti-neutrino_e         0.0000e+00
s60 -> n + n + n + cl57 + electron + anti-neutrino_e     0.0000e+00
sc52 -> n + ti51 + electron + anti-neutrino_e            0.0000e+00
sc53 -> n + ti52 + electron + anti-neutrino_e            0.0000e+00
sc54 -> n + ti53 + electron + anti-neutrino_e            0.0000e+00
sc55 -> n + n + ti53 + electron + anti-neutrino_e        0.0000e+00
sc55 -> n + ti54 + electron + anti-neutrino_e            0.0000e+00
sc56 -> n + n + ti54 + electron + anti-neutrino_e        0.0000e+00
sc56 -> n + ti55 + electron + anti-neutrino_e            0.0000e+00
sc57 -> n + n + n + ti54 + electron + anti-neutrino_e    0.0000e+00
sc57 -> n + n + ti55 + electron + anti-neutrino_e        0.0000e+00
sc57 -> n + ti56 + electron + anti-neutrino_e            0.0000e+00
sc58 -> n + n + n + ti55 + electron + anti-neutrino_e    0.0000e+00
sc58 -> n + n + ti56 + electron + anti-neutrino_e        0.0000e+00
sc58 -> n + ti57 + electron + anti-neutrino_e            0.0000e+00
sc59 -> n + n + n + ti56 + electron + anti-neutrino_e    0.0000e+00
sc59 -> n + n + ti57 + electron + anti-neutrino_e        0.0000e+00
sc59 -> n + ti58 + electron + anti-neutrino_e            0.0000e+00
sc60 -> n + n + n + ti57 + electron + anti-neutrino_e    0.0000e+00
sc60 -> n + n + ti58 + electron + anti-neutrino_e        0.0000e+00
sc60 -> n + ti59 + electron + anti-neutrino_e            0.0000e+00
sc61 -> n + n + n + ti58 + electron + anti-neutrino_e    0.0000e+00
sc61 -> n + n + ti59 + electron + anti-neutrino_e        0.0000e+00
sc61 -> n + ti60 + electron + anti-neutrino_e            0.0000e+00
sc62 -> n + n + n + ti59 + electron + anti-neutrino_e    0.0000e+00
sc62 -> n + n + ti60 + electron + anti-neutrino_e        0.0000e+00
sc62 -> n + ti61 + electron + anti-neutrino_e            0.0000e+00
sc63 -> n + n + n + ti60 + electron + anti-neutrino_e    0.0000e+00
sc63 -> n + n + ti61 + electron + anti-neutrino_e        0.0000e+00
sc63 -> n + ti62 + electron + anti-neutrino_e            0.0000e+00
sc64 -> n + n + n + ti61 + electron + anti-neutrino_e    0.0000e+00
sc64 -> n + n + ti62 + electron + anti-neutrino_e        0.0000e+00
sc64 -> n + ti63 + electron + anti-neutrino_e            0.0000e+00
sc65 -> n + n + n + ti62 + electron + anti-neutrino_e    0.0000e+00
sc65 -> n + n + ti63 + electron + anti-neutrino_e        0.0000e+00
sc65 -> n + ti64 + electron + anti-neutrino_e            0.0000e+00
sc66 -> n + n + n + ti63 + electron + anti-neutrino_e    0.0000e+00
sc66 -> n + n + ti64 + electron + anti-neutrino_e        0.0000e+00
sc66 -> n + ti65 + electron + anti-neutrino_e            0.0000e+00
sc67 -> n + n + n + ti64 + electron + anti-neutrino_e    0.0000e+00
sc67 -> n + n + ti65 + electron + anti-neutrino_e        0.0000e+00
